Category,Product Name,Material Composition,Product Name with Keywords,Fragility,Predicted Packaging Material,Protective Packaging Tip,Image Paths
Sports Equipment,"Boxing reflex bag: Leather, fabric","['Fabric', 'Leather']","Boxing reflex bag: Leather, fabric fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal leather",Not Fragile,Shipping envelopes,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Shipping envelopes\Image_1.jpg
Sports Equipment,"Boxing heavy bag: Leather, fabric","['Fabric', 'Leather']","Boxing heavy bag: Leather, fabric fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal leather",Not Fragile,Ziplock bags,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Ziplock bags\Image_1.jpg
Sports Equipment,"Boxing stand: Metal, plastic","['Metal', 'Plastic']","Boxing stand: Metal, plastic metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Sports Equipment,"Boxing focus pads: Leather, foam","['Leather', 'Foam']","Boxing focus pads: Leather, foam leather foam",Not Fragile,Corrugated plastic mailers,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated plastic mailers\Image_1.jpg
Sports Equipment,"Boxing double-end bag: Leather, fabric","['Fabric', 'Leather']","Boxing double-end bag: Leather, fabric fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal leather",Not Fragile,Plastic wrap,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Plastic wrap\Image_1.jpeg
Sports Equipment,"Boxing headgear: Leather, foam","['Leather', 'Foam']","Boxing headgear: Leather, foam leather foam",Not Fragile,Mailing tubes,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Mailing tubes\Image_1.jpg
Sports Equipment,"Boxing mouthguard: Plastic, rubber","['Plastic', 'Rubber']","Boxing mouthguard: Plastic, rubber plastic polyethylene polypropylene PVC nylon synthetic leather rubber rubber",Moderately Fragile,Corrugated mailers,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated mailers\Image_1.jpg
Sports Equipment,"Boxing groin guard: Plastic, foam","['Plastic', 'Foam']","Boxing groin guard: Plastic, foam plastic polyethylene polypropylene PVC nylon synthetic leather rubber foam",Moderately Fragile,Corrugated mailers,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated mailers\Image_1.jpg
Sports Equipment,"Boxing shoes: Leather, rubber","['Plastic', 'Rubber', 'Leather']","Boxing shoes: Leather, rubber plastic polyethylene polypropylene PVC nylon synthetic leather rubber rubber leather",Moderately Fragile,Corrugated mailers,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated mailers\Image_1.jpg
Sports Equipment,Boxing shorts: Fabric,['Fabric'],Boxing shorts: Fabric fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal,Not Fragile,Stretch wrap,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Stretch wrap\Image_1.jpg
Sports Equipment,Boxing robe: Fabric,['Fabric'],Boxing robe: Fabric fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal,Not Fragile,Cardboard boxes,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Cardboard boxes\Image_1.jpg
Sports Equipment,Boxing hand wraps: Fabric,['Fabric'],Boxing hand wraps: Fabric fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal,Not Fragile,Ziplock bags,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Ziplock bags\Image_1.jpg
Sports Equipment,Boxing tape: Cloth,['Cloth'],Boxing tape: Cloth cloth,Not Fragile,Polyethylene bags,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Polyethylene bags\Image_1.jpg
Sports Equipment,"Boxing skipping rope: Nylon, plastic",['Plastic'],"Boxing skipping rope: Nylon, plastic plastic polyethylene polypropylene PVC nylon synthetic leather rubber",Moderately Fragile,Corrugated mailers,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated mailers\Image_1.jpg
Sports Equipment,"Boxing ring: Metal, canvas","['Metal', 'Canvas']","Boxing ring: Metal, canvas metal aluminum steel iron stainless steel phosphor bronze mercury canvas",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Sports Equipment,"Boxing timer: Plastic, metal","['Metal', 'Plastic']","Boxing timer: Plastic, metal metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Sports Equipment,"Boxing scoring machine: Plastic, metal","['Metal', 'Plastic']","Boxing scoring machine: Plastic, metal metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Sports Equipment,"Boxing judge chair: Metal, fabric","['Metal', 'Fabric']","Boxing judge chair: Metal, fabric metal aluminum steel iron stainless steel phosphor bronze mercury fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Sports Equipment,Boxing ring ropes: Nylon,['Plastic'],Boxing ring ropes: Nylon plastic polyethylene polypropylene PVC nylon synthetic leather rubber,Moderately Fragile,Corrugated mailers,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated mailers\Image_1.jpg
Sports Equipment,Boxing ring canvas: Canvas,['Canvas'],Boxing ring canvas: Canvas canvas,Not Fragile,PLA packaging,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\PLA packaging\Image_1.png
Sports Equipment,"Boxing corner stool: Wood, fabric","['Wood', 'Fabric']","Boxing corner stool: Wood, fabric wood timber plywood hardwood fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal",Not Fragile,Wooden crates,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Wooden crates\Image_1.jpg
Sports Equipment,Boxing corner spit bucket: Plastic,['Plastic'],Boxing corner spit bucket: Plastic plastic polyethylene polypropylene PVC nylon synthetic leather rubber,Moderately Fragile,Corrugated mailers,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated mailers\Image_1.jpg
Sports Equipment,Boxing ring card girls: Fabric,['Fabric'],Boxing ring card girls: Fabric fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal,Not Fragile,Corrugated plastic mailers,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated plastic mailers\Image_1.jpg
Sports Equipment,Boxing ring announcer: Fabric,['Fabric'],Boxing ring announcer: Fabric fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal,Not Fragile,Cardboard boxes,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Cardboard boxes\Image_1.jpg
Sports Equipment,Boxing referee: Fabric,['Fabric'],Boxing referee: Fabric fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal,Not Fragile,Strapping materials,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Strapping materials\Image_1.png
Sports Equipment,Boxing coach: Fabric,['Fabric'],Boxing coach: Fabric fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal,Not Fragile,Strapping materials,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Strapping materials\Image_1.png
Sports Equipment,Boxing promoter: Fabric,['Fabric'],Boxing promoter: Fabric fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal,Not Fragile,Tyvek envelopes,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Tyvek envelopes\Image_1.jpg
Sports Equipment,Boxing judge: Fabric,['Fabric'],Boxing judge: Fabric fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal,Not Fragile,Shipping envelopes,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Shipping envelopes\Image_1.jpg
Sports Equipment,Boxing trainer: Fabric,['Fabric'],Boxing trainer: Fabric fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal,Not Fragile,Corrugated plastic mailers,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated plastic mailers\Image_1.jpg
Sports Equipment,Boxing cutman: Fabric,['Fabric'],Boxing cutman: Fabric fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal,Not Fragile,Polyethylene bags,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Polyethylene bags\Image_1.jpg
Sports Equipment,Boxing timekeeper: Fabric,['Fabric'],Boxing timekeeper: Fabric fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal,Not Fragile,Tyvek envelopes,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Tyvek envelopes\Image_1.jpg
